station_a,station_b,train_before,train_after,headway_minutes
ANVT,MYS,15119,15575,0.0
ANVT,MYS,15575,16031,0.0
ANVT,MYS,16031,16487,0.0
ANVT,MYS,16487,15176,135.0
ANVT,MYS,15176,15632,0.0
ANVT,MYS,15632,16088,0.0
ANVT,MYS,16088,16544,0.0
ANVT,MYS,16544,15290,150.0
ANVT,MYS,15290,15233,45.0
ANVT,MYS,15233,15689,0.0
ANVT,MYS,15689,16145,0.0
ANVT,MYS,16145,16601,0.0
ANVT,MYS,16601,15746,195.0
ANVT,MYS,15746,16202,0.0
ANVT,MYS,16202,16658,0.0
ANVT,MYS,16658,15252,90.0
ANVT,MYS,15252,15347,105.0
ANVT,MYS,15347,15803,0.0
ANVT,MYS,15803,16259,0.0
ANVT,MYS,16259,16715,0.0
ANVT,MYS,16715,16588,15.0
ANVT,MYS,16588,15404,120.0
ANVT,MYS,15404,15860,0.0
ANVT,MYS,15860,16316,0.0
ANVT,MYS,16316,15461,195.0
ANVT,MYS,15461,15917,0.0
ANVT,MYS,15917,16373,0.0
ANVT,MYS,16373,15263,150.0
ANVT,MYS,15263,15271,0.0
ANVT,MYS,15271,15518,45.0
ANVT,MYS,15518,15974,0.0
ANVT,MYS,15974,16430,0.0
ANVT,UBL,16601,15291,150.0
ANVT,UBL,15291,15255,720.0
ANVT,TVC,15304,15809,315.0
ANVT,TVC,15809,16417,0.0
ANVT,TVC,16417,16075,390.0
ANVT,TVC,16075,15292,15.0
ANVT,TVC,15292,16550,510.0
ANVT,TVC,16550,15239,195.0
ANVT,TVC,15239,16607,0.0
ANVT,ERS,15272,15296,0.0
ANVT,ERS,15296,15752,120.0
ANVT,ERS,15752,16208,0.0
ANVT,ERS,16208,16664,0.0
ANVT,ERS,16664,15353,195.0
ANVT,ERS,15353,15809,0.0
ANVT,ERS,15809,16265,0.0
ANVT,ERS,16265,16721,0.0
ANVT,ERS,16721,15410,195.0
ANVT,ERS,15410,15866,0.0
ANVT,ERS,15866,16322,0.0
ANVT,ERS,16322,16626,0.0
ANVT,ERS,16626,15291,75.0
ANVT,ERS,15291,15467,120.0
ANVT,ERS,15467,15923,0.0
ANVT,ERS,15923,16379,0.0
ANVT,ERS,16379,15524,135.0
ANVT,ERS,15524,15980,0.0
ANVT,ERS,15980,16436,0.0
ANVT,ERS,16436,15253,75.0
ANVT,ERS,15253,15293,0.0
ANVT,ERS,15293,15125,120.0
ANVT,ERS,15125,15581,0.0
ANVT,ERS,15581,16037,0.0
ANVT,ERS,16037,16493,0.0
ANVT,ERS,16493,15182,195.0
ANVT,ERS,15182,15638,0.0
ANVT,ERS,15638,16094,0.0
ANVT,ERS,16094,16550,0.0
ANVT,ERS,16550,15239,195.0
ANVT,ERS,15239,15543,0.0
ANVT,ERS,15543,15695,0.0
ANVT,ERS,15695,16151,0.0
ANVT,ERS,16151,16607,0.0
ANVT,CLT,15288,15294,1110.0
ANVT,CBE,15280,15448,120.0
ANVT,CBE,15448,16208,0.0
ANVT,CBE,16208,16145,315.0
ANVT,CBE,16145,16322,75.0
ANVT,CBE,16322,15347,315.0
ANVT,CBE,15347,16645,210.0
ANVT,CBE,16645,16373,120.0
ANVT,CBE,16373,15638,75.0
ANVT,CBE,15638,15295,75.0
ANVT,CBE,15295,16607,120.0
ANVT,MDU,15272,15296,0.0
ANVT,MDU,15296,15273,195.0
ANVT,MDU,15273,16113,120.0
ANVT,MDU,16113,16569,0.0
ANVT,MDU,16569,15771,390.0
ANVT,MDU,15771,15292,15.0
ANVT,MDU,15292,15254,390.0
ANVT,MDU,15254,16398,120.0
ANVT,BBS,15264,15297,195.0
ANVT,BBS,15297,16658,435.0
ANVT,PURI,15256,16664,120.0
ANVT,PURI,16664,15298,270.0
ANVT,R,16487,15274,285.0
ANVT,R,15274,15299,195.0
ANVT,R,15299,15293,330.0
ANVT,R,15293,15255,390.0
ANVT,R,15255,15974,45.0
ANVT,BSP,15297,15300,525.0
ANVT,VSKP,16664,15289,75.0
ANVT,VSKP,15289,15353,120.0
ANVT,VSKP,15353,15689,120.0
ANVT,VSKP,15689,16601,0.0
ANVT,VSKP,16601,16658,195.0
ANVT,VSKP,16658,16379,75.0
ANVT,VSKP,16379,16588,135.0
ANVT,VSKP,16588,15301,75.0
ANVT,VSKP,15301,15404,45.0
ANVT,VSKP,15404,15733,75.0
ANVT,VSKP,15733,16151,390.0
ANVT,BZA,15256,15281,195.0
ANVT,BZA,15281,16544,45.0
ANVT,BZA,16544,15275,345.0
ANVT,BZA,15275,15860,375.0
ANVT,BZA,15860,15294,150.0
ANVT,BZA,15294,15302,0.0
ANVT,GHY,15600,15273,75.0
ANVT,GHY,15273,15505,120.0
ANVT,GHY,15505,16626,195.0
ANVT,GHY,16626,16645,525.0
ANVT,GHY,16645,16246,195.0
ANVT,GHY,16246,15303,75.0
ANVT,GHY,15303,16303,120.0
MMCT,SDAH,15336,15567,105.0
MMCT,SDAH,15567,15355,480.0
MMCT,SDAH,15355,15356,135.0
MMCT,SDAH,15356,15309,195.0
MMCT,SDAH,15309,15317,0.0
MMCT,SBC,15624,15348,480.0
MMCT,SBC,15348,15310,390.0
MMCT,YPR,15681,15340,285.0
MMCT,YPR,15340,15311,585.0
MMCT,MS,15313,15738,435.0
MMCT,MS,15738,15324,90.0
MMCT,SC,15338,15315,195.0
MMCT,SC,15315,15738,45.0
MMCT,SC,15738,15308,90.0
MMCT,SC,15308,15852,240.0
MMCT,SC,15852,15319,345.0
MMCT,VGLJ,15321,16080,45.0
MMCT,VGLJ,16080,15340,480.0
MMCT,VGLJ,15340,15317,195.0
MMCT,PNBE,15567,15322,285.0
MMCT,PNBE,15322,15309,525.0
MMCT,RNC,16137,15323,150.0
MMCT,TATA,15322,15324,330.0
MMCT,TATA,15324,15341,195.0
MMCT,TATA,15341,15350,195.0
MMCT,TATA,15350,15909,45.0
MMCT,SVDK,15329,16308,765.0
MMCT,SVDK,16308,15310,150.0
MMCT,ST,15336,16479,105.0
MMCT,ST,16479,15345,90.0
MMCT,ST,15345,15307,390.0
MMCT,ST,15307,12009,135.0
MMCT,ST,12009,12952,0.0
MMCT,ST,12952,12953,0.0
MMCT,ST,12953,15326,390.0
MMCT,ST,15326,15311,195.0
MMCT,RJT,15352,15338,390.0
MMCT,PUNE,15344,16536,240.0
MMCT,PUNE,16536,15346,150.0
MMCT,PUNE,15346,16137,45.0
MMCT,PUNE,16137,15339,150.0
MMCT,PUNE,15339,15308,135.0
MMCT,PUNE,15308,16365,435.0
MMCT,PUNE,16365,15327,150.0
MMCT,NGP,15336,15340,720.0
MMCT,MYS,15320,15328,0.0
MMCT,MYS,15328,15347,585.0
MMCT,MYS,15347,15309,330.0
MMCT,MYS,15309,15342,195.0
MMCT,UBL,15312,16479,105.0
MMCT,UBL,16479,16593,330.0
MMCT,UBL,16593,15966,795.0
MMCT,UBL,15966,15343,75.0
MMCT,PURI,15313,15350,915.0
MMCT,R,15312,15305,195.0
MMCT,R,15305,15331,390.0
MMCT,R,15331,15350,525.0
MMCT,R,15350,15351,195.0
MMCT,VSKP,15353,15346,195.0
CSMT,LTT,15372,15358,390.0
CSMT,LTT,15358,15502,240.0
CSMT,HWH,15364,15359,585.0
CSMT,SDAH,15360,15559,105.0
CSMT,SDAH,15559,15393,90.0
CSMT,SDAH,15393,15374,915.0
CSMT,SBC,15361,15616,45.0
CSMT,SBC,15616,15405,675.0
CSMT,YPR,15362,15673,45.0
CSMT,YPR,15673,15397,480.0
CSMT,MAS,15394,15363,195.0
CSMT,MAS,15363,15730,45.0
CSMT,MAS,15730,15389,285.0
CSMT,MAS,15389,15375,390.0
CSMT,MS,15364,15381,195.0
CSMT,HYB,15559,15787,720.0
CSMT,HYB,15787,15365,90.0
CSMT,HYB,15365,15373,0.0
CSMT,SC,15376,15395,585.0
CSMT,SC,15395,15357,330.0
CSMT,SC,15357,15365,0.0
CSMT,SC,15365,15844,45.0
CSMT,SC,15844,15366,150.0
CSMT,LKO,15357,15901,240.0
CSMT,LKO,15901,15367,150.0
CSMT,GKP,15371,15382,525.0
CSMT,VGLJ,16072,15378,150.0
CSMT,VGLJ,15378,12137,330.0
CSMT,VGLJ,12137,15372,0.0
CSMT,VGLJ,15372,15397,195.0
CSMT,VGLJ,15397,15374,195.0
CSMT,VGLJ,15374,15359,195.0
CSMT,PNBE,15217,15787,390.0
CSMT,PNBE,15787,15373,90.0
CSMT,PNBE,15373,15366,195.0
CSMT,RNC,16129,15358,675.0
CSMT,RNC,15358,15374,0.0
CSMT,TATA,15360,15379,585.0
CSMT,TATA,15379,16186,45.0
CSMT,TATA,16186,15398,480.0
CSMT,TATA,15398,15375,195.0
CSMT,TATA,15375,15407,0.0
CSMT,FZR,15361,15378,195.0
CSMT,FZR,15378,12137,330.0
CSMT,FZR,12137,15380,0.0
CSMT,FZR,15380,15383,585.0
CSMT,FZR,15383,15399,0.0
CSMT,JAT,15379,16300,375.0
CSMT,JAT,16300,15375,345.0
CSMT,SVDK,15380,15367,585.0
CSMT,JP,15400,15362,390.0
CSMT,JP,15362,15381,525.0
CSMT,JP,15381,16357,240.0
CSMT,JP,16357,15359,150.0
CSMT,KOTA,16129,15331,390.0
CSMT,KOTA,15331,15382,285.0
CSMT,INDB,15384,15392,0.0
CSMT,INDB,15392,15401,195.0
CSMT,INDB,15401,15363,390.0
CSMT,INDB,15363,15382,525.0
CSMT,INDB,15382,16414,240.0
CSMT,GWL,15384,15385,195.0
CSMT,ST,15368,15402,390.0
CSMT,ST,15402,15387,195.0
CSMT,ST,15387,15364,135.0
CSMT,ST,15364,15383,585.0
CSMT,RJT,16528,15389,675.0
CSMT,RJT,15389,15844,45.0
CSMT,PUNE,15384,15401,195.0
CSMT,PUNE,15401,15403,390.0
CSMT,PUNE,15403,12113,135.0
CSMT,PUNE,12113,12114,0.0
CSMT,PUNE,12114,12123,0.0
CSMT,PUNE,12123,15365,195.0
CSMT,PUNE,15365,15390,195.0
CSMT,NGP,15393,12113,525.0
CSMT,NGP,12113,12114,0.0
CSMT,NGP,12114,15391,585.0
CSMT,MAO,15392,15385,195.0
CSMT,MAO,15385,16072,45.0
CSMT,MAO,16072,16414,1110.0
CSMT,MYS,15377,15385,0.0
CSMT,MYS,15385,15393,0.0
CSMT,MYS,15393,16585,240.0
CSMT,MYS,16585,15404,285.0
CSMT,MYS,15404,15366,390.0
CSMT,UBL,15369,15394,195.0
CSMT,TVC,15361,15395,390.0
CSMT,TVC,15395,15445,570.0
CSMT,ERS,15386,15396,330.0
CSMT,ERS,15396,15405,195.0
CSMT,ERS,15405,15367,390.0
CSMT,MDU,15368,15386,390.0
CSMT,MDU,15386,15387,195.0
CSMT,MDU,15387,15406,525.0
CSMT,MDU,15406,15399,195.0
CSMT,PURI,15401,15370,195.0
CSMT,PURI,15370,16585,45.0
CSMT,PURI,16585,15730,195.0
CSMT,R,15103,15559,0.0
CSMT,R,15559,16015,0.0
CSMT,R,16015,16471,0.0
CSMT,R,16471,15369,90.0
CSMT,R,15369,15160,45.0
CSMT,R,15160,15616,0.0
CSMT,R,15616,16072,0.0
CSMT,R,16072,16528,0.0
CSMT,R,16528,15362,150.0
CSMT,R,15362,15402,0.0
CSMT,R,15402,15217,45.0
CSMT,R,15217,15673,0.0
CSMT,R,15673,16129,0.0
CSMT,R,16129,16585,0.0
CSMT,R,16585,15274,195.0
CSMT,R,15274,15730,0.0
CSMT,R,15730,16186,0.0
CSMT,R,16186,16642,0.0
CSMT,R,16642,15388,90.0
CSMT,R,15388,15331,105.0
CSMT,R,15331,15787,0.0
CSMT,R,15787,16243,0.0
CSMT,R,16243,16699,0.0
CSMT,R,16699,15844,135.0
CSMT,R,15844,16300,0.0
CSMT,R,16300,15445,195.0
CSMT,R,15445,15901,0.0
CSMT,R,15901,16357,0.0
CSMT,R,16357,15407,150.0
CSMT,R,15407,15502,45.0
CSMT,R,15502,15958,0.0
CSMT,R,15958,16414,0.0
CSMT,VSKP,15403,15404,135.0
CSMT,GHY,16015,16471,0.0
CSMT,GHY,16471,16528,135.0
CSMT,GHY,16528,15387,345.0
CSMT,GHY,15387,15406,525.0
CSMT,GHY,15406,15901,45.0
BDTS,LTT,15408,15202,510.0
BDTS,LTT,15202,15506,0.0
BDTS,LTT,15506,15468,330.0
BDTS,LTT,15468,15429,75.0
BDTS,LTT,15429,15494,435.0
BDTS,LTT,15494,15487,75.0
BDTS,HWH,15551,15544,15.0
BDTS,HWH,15544,15409,75.0
BDTS,HWH,15409,15421,720.0
BDTS,HWH,15421,15525,120.0
BDTS,SDAH,15095,15601,210.0
BDTS,SDAH,15601,15410,75.0
BDTS,SDAH,15410,15450,0.0
BDTS,SDAH,15450,15563,315.0
BDTS,SDAH,15563,15412,15.0
BDTS,SDAH,15412,16691,105.0
BDTS,SDAH,16691,15413,90.0
BDTS,SDAH,15413,15582,315.0
BDTS,SDAH,15582,15431,75.0
BDTS,SBC,15608,15411,345.0
BDTS,SBC,15411,15620,255.0
BDTS,SBC,15620,15639,585.0
BDTS,YPR,15152,15665,195.0
BDTS,YPR,15665,15658,75.0
BDTS,YPR,15658,15259,195.0
BDTS,YPR,15259,15412,15.0
BDTS,YPR,15412,16748,240.0
BDTS,YPR,16748,15677,75.0
BDTS,YPR,15677,15454,75.0
BDTS,MAS,15432,15696,120.0
BDTS,MAS,15696,15451,465.0
BDTS,MAS,15451,15722,45.0
BDTS,MAS,15722,15715,75.0
BDTS,MAS,15715,15413,210.0
BDTS,MAS,15413,15446,195.0
BDTS,MAS,15446,15734,120.0
BDTS,MS,15753,15779,510.0
BDTS,MS,15779,15772,15.0
BDTS,MS,15772,15414,270.0
BDTS,MS,15414,15438,0.0
BDTS,HYB,15088,15544,0.0
BDTS,HYB,15544,16000,0.0
BDTS,HYB,16000,16456,0.0
BDTS,HYB,16456,15145,195.0
BDTS,HYB,15145,15601,0.0
BDTS,HYB,15601,16057,0.0
BDTS,HYB,16057,16513,0.0
BDTS,HYB,16513,15209,120.0
BDTS,HYB,15209,15202,75.0
BDTS,HYB,15202,15658,0.0
BDTS,HYB,15658,15810,0.0
BDTS,HYB,15810,16114,0.0
BDTS,HYB,16114,16570,0.0
BDTS,HYB,16570,15259,195.0
BDTS,HYB,15259,15715,0.0
BDTS,HYB,15715,16171,0.0
BDTS,HYB,16171,16627,0.0
BDTS,HYB,16627,15316,135.0
BDTS,HYB,15316,15772,0.0
BDTS,HYB,15772,16228,0.0
BDTS,HYB,16228,16684,0.0
BDTS,HYB,16684,15373,195.0
BDTS,HYB,15373,15829,0.0
BDTS,HYB,15829,16285,0.0
BDTS,HYB,16285,16741,0.0
BDTS,HYB,16741,15430,75.0
BDTS,HYB,15430,15886,120.0
BDTS,HYB,15886,16342,0.0
BDTS,HYB,16342,15415,75.0
BDTS,HYB,15415,15487,120.0
BDTS,HYB,15487,15791,0.0
BDTS,HYB,15791,15943,0.0
BDTS,HYB,15943,16399,0.0
BDTS,SC,15416,15848,120.0
BDTS,SC,15848,15433,75.0
BDTS,SC,15433,15452,525.0
BDTS,SC,15452,15836,240.0
BDTS,SC,15836,15829,75.0
BDTS,SC,15829,15414,75.0
BDTS,SC,15414,15422,0.0
BDTS,LKO,15696,15417,75.0
BDTS,LKO,15417,15867,510.0
BDTS,LKO,15867,15316,135.0
BDTS,LKO,15316,15414,270.0
BDTS,LKO,15414,15893,45.0
BDTS,LKO,15893,15886,75.0
BDTS,CNB,15608,15905,75.0
BDTS,CNB,15905,15418,75.0
BDTS,CNB,15418,15924,450.0
BDTS,BSB,15434,15962,120.0
BDTS,BSB,15962,15419,75.0
BDTS,BSB,15419,15266,45.0
BDTS,BSB,15266,15563,75.0
BDTS,BSB,15563,15468,135.0
BDTS,BSB,15468,15453,75.0
BDTS,BSB,15453,15950,315.0
BDTS,BSB,15950,15415,75.0
BDTS,BSB,15415,15455,0.0
BDTS,BSB,15455,15943,120.0
BDTS,GKP,15905,16019,390.0
BDTS,GKP,16019,15421,210.0
BDTS,GKP,15421,16038,315.0
BDTS,GKP,16038,15439,75.0
BDTS,GKP,15439,15943,120.0
BDTS,VGLJ,15416,16064,240.0
BDTS,VGLJ,16064,16057,75.0
BDTS,VGLJ,16057,15435,270.0
BDTS,VGLJ,15435,15107,120.0
BDTS,VGLJ,15107,15867,0.0
BDTS,VGLJ,15867,16076,135.0
BDTS,VGLJ,16076,15981,195.0
BDTS,VGLJ,15981,15422,75.0
BDTS,VGLJ,15422,15454,0.0
BDTS,VGLJ,15454,15431,195.0
BDTS,VGLJ,15431,16703,120.0
BDTS,PNBE,16121,15658,75.0
BDTS,PNBE,15658,16114,0.0
BDTS,PNBE,16114,15373,525.0
BDTS,PNBE,15373,15423,270.0
BDTS,PNBE,15423,16095,120.0
BDTS,RNC,15424,16152,120.0
BDTS,RNC,16152,16019,585.0
BDTS,RNC,16019,15323,120.0
BDTS,RNC,15323,15164,15.0
BDTS,RNC,15164,15829,195.0
BDTS,RNC,15829,16133,0.0
BDTS,RNC,16133,15415,270.0
BDTS,TATA,15417,15425,0.0
BDTS,TATA,15425,16178,435.0
BDTS,TATA,16178,16171,75.0
BDTS,TATA,16171,15436,15.0
BDTS,TATA,15436,15455,585.0
BDTS,CDG,15456,16209,315.0
BDTS,CDG,16209,15426,75.0
BDTS,CDG,15426,16190,840.0
BDTS,FZR,15440,15456,0.0
BDTS,FZR,15456,15095,105.0
BDTS,FZR,15095,15551,0.0
BDTS,FZR,15551,16007,0.0
BDTS,FZR,16007,16463,0.0
BDTS,FZR,16463,15152,135.0
BDTS,FZR,15152,15608,0.0
BDTS,FZR,15608,16064,0.0
BDTS,FZR,16064,16520,0.0
BDTS,FZR,16520,15418,150.0
BDTS,FZR,15418,15209,45.0
BDTS,FZR,15209,15665,0.0
BDTS,FZR,15665,16121,0.0
BDTS,FZR,16121,16577,0.0
BDTS,FZR,16577,16266,75.0
BDTS,FZR,16266,15266,120.0
BDTS,FZR,15266,15722,0.0
BDTS,FZR,15722,16178,0.0
BDTS,FZR,16178,16634,0.0
BDTS,FZR,16634,15428,90.0
BDTS,FZR,15428,15323,105.0
BDTS,FZR,15323,15779,0.0
BDTS,FZR,15779,16235,0.0
BDTS,FZR,16235,16691,0.0
BDTS,FZR,16691,15437,90.0
BDTS,FZR,15437,15380,45.0
BDTS,FZR,15380,15836,0.0
BDTS,FZR,15836,16292,0.0
BDTS,FZR,16292,16748,0.0
BDTS,FZR,16748,15525,75.0
BDTS,FZR,15525,15893,120.0
BDTS,FZR,15893,16349,0.0
BDTS,FZR,16349,15950,75.0
BDTS,FZR,15950,15494,120.0
BDTS,FZR,15494,16406,0.0
BDTS,JAT,15432,16304,120.0
BDTS,JAT,16304,15429,795.0
BDTS,JAT,15429,16292,45.0
BDTS,JAT,16292,16285,75.0
BDTS,SVDK,15424,15665,435.0
BDTS,SVDK,15665,16323,270.0
BDTS,SVDK,16323,15620,135.0
BDTS,SVDK,15620,15380,120.0
BDTS,SVDK,15380,15430,150.0
BDTS,SVDK,15430,16190,120.0
BDTS,JP,15416,15457,195.0
BDTS,JP,15457,15753,120.0
BDTS,JP,15753,15419,270.0
BDTS,JP,15419,15836,375.0
BDTS,JP,15836,15438,150.0
BDTS,JP,15438,16349,45.0
BDTS,JP,16349,15278,75.0
BDTS,JP,15278,16342,0.0
BDTS,JP,16342,15431,75.0
BDTS,JP,15431,16095,120.0
BDTS,KOTA,15408,15432,0.0
BDTS,KOTA,15432,16361,315.0
BDTS,KOTA,16361,16380,525.0
BDTS,BPL,15433,15457,0.0
BDTS,BPL,15457,16406,1155.0
BDTS,BPL,16406,16399,75.0
BDTS,INDB,15392,15848,0.0
BDTS,INDB,15848,16304,0.0
BDTS,INDB,16304,15449,75.0
BDTS,INDB,15449,16064,45.0
BDTS,INDB,16064,15905,75.0
BDTS,INDB,15905,16361,0.0
BDTS,INDB,16361,15434,75.0
BDTS,INDB,15434,15506,120.0
BDTS,INDB,15506,15962,0.0
BDTS,INDB,15962,16418,0.0
BDTS,INDB,16418,15107,195.0
BDTS,INDB,15107,15563,0.0
BDTS,INDB,15563,16019,0.0
BDTS,INDB,16019,16475,0.0
BDTS,INDB,16475,15420,15.0
BDTS,INDB,15420,15164,120.0
BDTS,INDB,15164,15620,0.0
BDTS,INDB,15620,16076,0.0
BDTS,INDB,16076,16532,0.0
BDTS,INDB,16532,15221,195.0
BDTS,INDB,15221,15677,0.0
BDTS,INDB,15677,16133,0.0
BDTS,INDB,16133,16589,0.0
BDTS,INDB,16589,15278,195.0
BDTS,INDB,15278,15734,0.0
BDTS,INDB,15734,16190,0.0
BDTS,INDB,16190,16646,0.0
BDTS,INDB,16646,15439,75.0
BDTS,INDB,15439,15335,120.0
BDTS,INDB,15335,15791,0.0
BDTS,INDB,15791,16247,0.0
BDTS,INDB,16247,16703,0.0
BDTS,GWL,15441,15435,390.0
BDTS,GWL,15435,16437,450.0
BDTS,ST,15440,15425,195.0
BDTS,ST,15425,16475,510.0
BDTS,ST,16475,15421,210.0
BDTS,ST,15421,15437,0.0
BDTS,BRC,15417,16228,645.0
BDTS,BRC,16228,16285,195.0
BDTS,BRC,16285,15438,75.0
BDTS,BRC,15438,15582,120.0
BDTS,BRC,15582,16494,0.0
BDTS,BRC,16494,15487,195.0
BDTS,RJT,15409,16520,45.0
BDTS,RJT,16520,16513,75.0
BDTS,RJT,16513,15439,990.0
BDTS,PUNE,15440,15441,195.0
BDTS,PUNE,15441,15962,315.0
BDTS,PUNE,15962,16475,195.0
BDTS,PUNE,16475,15924,135.0
BDTS,PUNE,15924,16532,0.0
BDTS,PUNE,16532,15422,270.0
BDTS,PUNE,15422,16494,120.0
BDTS,NGP,16000,16456,0.0
BDTS,NGP,16456,15441,75.0
BDTS,NGP,15441,16513,120.0
BDTS,NGP,16513,15450,75.0
BDTS,NGP,15450,16722,120.0
BDTS,NGP,16722,15126,720.0
BDTS,NGP,15126,15886,0.0
BDTS,NGP,15886,16551,195.0
BDTS,MAO,15392,15442,270.0
BDTS,MAO,15442,16577,45.0
BDTS,MAO,16577,16570,75.0
BDTS,MAO,16570,16171,195.0
BDTS,MAO,16171,15677,330.0
BDTS,MAO,15677,16342,195.0
BDTS,MYS,15848,15434,270.0
BDTS,MYS,15434,15442,0.0
BDTS,MYS,15442,15443,195.0
BDTS,MYS,15443,15722,45.0
BDTS,MYS,15722,16532,210.0
BDTS,MYS,16532,16437,195.0
BDTS,MYS,16437,16589,0.0
BDTS,MYS,16589,16038,195.0
BDTS,MYS,16038,15423,75.0
BDTS,MYS,15423,15183,120.0
BDTS,UBL,15426,15444,330.0
BDTS,TVC,16608,15418,270.0
BDTS,TVC,15418,16235,435.0
BDTS,TVC,16235,15445,90.0
BDTS,TVC,15445,16292,45.0
BDTS,TVC,16292,15494,390.0
BDTS,ERS,15424,15240,120.0
BDTS,ERS,15240,15410,270.0
BDTS,ERS,15410,15810,120.0
BDTS,ERS,15810,16418,0.0
BDTS,ERS,16418,15443,75.0
BDTS,ERS,15443,16627,120.0
BDTS,ERS,16627,16076,135.0
BDTS,ERS,16076,15446,270.0
BDTS,ERS,15446,16551,315.0
BDTS,CLT,15544,16266,390.0
BDTS,CLT,16266,16634,120.0
BDTS,CLT,16634,15447,675.0
BDTS,CBE,15448,16007,105.0
BDTS,CBE,16007,16463,0.0
BDTS,CBE,16463,16520,135.0
BDTS,CBE,16520,15451,345.0
BDTS,CBE,15451,15893,570.0
BDTS,CBE,15893,16646,75.0
BDTS,MDU,16608,15425,75.0
BDTS,MDU,15425,15449,0.0
BDTS,MDU,15449,16209,120.0
BDTS,MDU,16209,15443,270.0
BDTS,MDU,15443,16178,45.0
BDTS,MDU,16178,16323,75.0
BDTS,MDU,16323,15444,15.0
BDTS,MDU,15444,16349,435.0
BDTS,MDU,16349,15639,270.0
BDTS,PURI,16665,15427,270.0
BDTS,PURI,15427,15451,0.0
BDTS,R,15426,15419,195.0
BDTS,R,15419,15452,135.0
BDTS,R,15452,15445,195.0
BDTS,BSP,15240,15696,0.0
BDTS,BSP,15696,16152,0.0
BDTS,BSP,16152,16608,0.0
BDTS,BSP,16608,15297,195.0
BDTS,BSP,15297,15753,0.0
BDTS,BSP,15753,16209,0.0
BDTS,BSP,16209,16665,0.0
BDTS,BSP,16665,15354,195.0
BDTS,BSP,15354,15810,0.0
BDTS,BSP,15810,16266,0.0
BDTS,BSP,16266,16722,0.0
BDTS,BSP,16722,15411,75.0
BDTS,BSP,15411,15867,120.0
BDTS,BSP,15867,16323,0.0
BDTS,BSP,16323,15468,135.0
BDTS,BSP,15468,15924,0.0
BDTS,BSP,15924,16380,0.0
BDTS,BSP,16380,15453,75.0
BDTS,BSP,15453,15525,120.0
BDTS,BSP,15525,15981,0.0
BDTS,BSP,15981,16437,0.0
BDTS,BSP,16437,15126,195.0
BDTS,BSP,15126,15582,0.0
BDTS,BSP,15582,16038,0.0
BDTS,BSP,16038,16494,0.0
BDTS,BSP,16494,15183,195.0
BDTS,BSP,15183,15639,0.0
BDTS,BSP,15639,16095,0.0
BDTS,BSP,16095,16551,0.0
BDTS,VSKP,15551,16634,525.0
BDTS,VSKP,16634,15454,480.0
BDTS,BZA,15408,16152,120.0
BDTS,BZA,16152,16665,195.0
BDTS,BZA,16665,15354,195.0
BDTS,BZA,15354,15427,75.0
BDTS,BZA,15427,15452,135.0
BDTS,BZA,15452,16380,120.0
BDTS,BZA,16380,16589,195.0
BDTS,BZA,16589,15446,75.0
BDTS,BZA,15446,15734,120.0
BDTS,BZA,15734,15455,75.0
BDTS,GHY,15456,15444,720.0
LTT,SDAH,15488,15600,240.0
LTT,SDAH,15600,15459,345.0
LTT,SDAH,15459,15469,330.0
LTT,SDAH,15469,15470,195.0
LTT,SBC,15258,15460,210.0
LTT,SBC,15460,15462,390.0
LTT,YPR,15657,15461,480.0
LTT,MAS,15489,15714,435.0
LTT,MAS,15714,15462,480.0
LTT,MAS,15462,15470,0.0
LTT,MAS,15470,15503,195.0
LTT,MS,15771,15463,480.0
LTT,MS,15463,15495,0.0
LTT,SC,15465,15490,195.0
LTT,SC,15490,15315,435.0
LTT,SC,15315,15828,135.0
LTT,SC,15828,15471,345.0
LTT,SC,15471,15479,0.0
LTT,VGLJ,15488,15473,195.0
LTT,VGLJ,15473,16056,45.0
LTT,VGLJ,16056,15657,195.0
LTT,VGLJ,15657,15492,285.0
LTT,VGLJ,15492,15372,240.0
LTT,VGLJ,15372,15471,345.0
LTT,PNBE,15472,15480,0.0
LTT,PNBE,15480,16113,435.0
LTT,PNBE,16113,15828,525.0
LTT,RNC,15472,15473,195.0
LTT,TATA,15464,15474,390.0
LTT,TATA,15474,16170,240.0
LTT,TATA,16170,15493,285.0
LTT,SVDK,15481,15479,1110.0
LTT,ST,15497,15482,195.0
LTT,ST,15482,15459,195.0
LTT,ST,15459,16227,240.0
LTT,ST,16227,16284,135.0
LTT,ST,16284,15478,150.0
LTT,ST,15478,15486,0.0
LTT,RJT,15488,16512,240.0
LTT,RJT,16512,15466,150.0
LTT,PUNE,15999,16455,0.0
LTT,PUNE,16455,15489,90.0
LTT,PUNE,15489,16512,45.0
LTT,PUNE,16512,15458,150.0
LTT,PUNE,15458,15498,0.0
LTT,PUNE,15498,15460,330.0
LTT,PUNE,15460,15885,435.0
LTT,PUNE,15885,15479,150.0
LTT,NGP,15490,16170,240.0
LTT,NGP,16170,16341,525.0
LTT,MAO,16569,15491,150.0
LTT,MAO,15491,15499,0.0
LTT,MYS,15480,15491,585.0
LTT,MYS,15491,15499,0.0
LTT,MYS,15499,15492,135.0
LTT,MYS,15492,15461,195.0
LTT,UBL,15483,15493,330.0
LTT,TVC,15475,15494,525.0
LTT,MDU,15482,15498,0.0
LTT,MDU,15498,16113,45.0
LTT,MDU,16113,16569,0.0
